task_card_number,sort_order,title,description,is_required_for_wood,is_required_for_fabric,is_required_for_bungees,is_required_for_woodprop
1,1,Compliance,"Remove or open all necessary inspection panels, access doors, fairings and cowlings and thoroughly clean the aircraft, engine and propeller.",FALSE,FALSE,FALSE,FALSE
